"event","experiment time","system time","system time text"
"START",0.000000000E0,1636492192.982,"2021-11-09 22:09:52.982 UTC+01:00"
"PAUSE",4.457978201E1,1636492237.562,"2021-11-09 22:10:37.562 UTC+01:00"
