"event","experiment time","system time","system time text"
"START",0.000000000E0,1636142530.154,"2021-11-05 21:02:10.154 UTC+01:00"
"PAUSE",8.924398710E1,1636142619.398,"2021-11-05 21:03:39.398 UTC+01:00"
