"event","experiment time","system time","system time text"
"START",0.000000000E0,1636296133.450,"2021-11-07 15:42:13.450 UTC+01:00"
"PAUSE",5.465923072E1,1636296188.109,"2021-11-07 15:43:08.109 UTC+01:00"
