"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636369238795706E9,"2021-11-08 12:00:38.796 UTC+01:00"
"PAUSE",3.312417029164499E1,1.636369271920485E9,"2021-11-08 12:01:11.920 UTC+01:00"
