"event","experiment time","system time","system time text"
"START",0.000000000E0,1636378606.658,"2021-11-08 14:36:46.658 UTC+01:00"
"PAUSE",3.422313489E1,1636378640.882,"2021-11-08 14:37:20.882 UTC+01:00"
