"event","experiment time","system time","system time text"
"START",0.000000000E0,1636362012.478,"2021-11-08 10:00:12.478 UTC+01:00"
"PAUSE",6.914287551E1,1636362081.621,"2021-11-08 10:01:21.621 UTC+01:00"
