"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636496174111259E9,"2021-11-09 23:16:14.111 UTC+01:00"
"PAUSE",1.708379745834100E1,1.636496191195028E9,"2021-11-09 23:16:31.195 UTC+01:00"
