"event","experiment time","system time","system time text"
"START",0.000000000E0,1636380717.685,"2021-11-08 15:11:57.685 UTC+01:00"
"PAUSE",2.161545987E1,1636380739.300,"2021-11-08 15:12:19.300 UTC+01:00"
