"event","experiment time","system time","system time text"
"START",0.000000000E0,1636386651.098,"2021-11-08 16:50:51.098 UTC+01:00"
"PAUSE",5.203886816E1,1636386703.137,"2021-11-08 16:51:43.137 UTC+01:00"
