"event","experiment time","system time","system time text"
"START",0.000000000E0,1636364998.155,"2021-11-08 10:49:58.155 UTC+01:00"
"PAUSE",3.674040570E1,1636365034.895,"2021-11-08 10:50:34.895 UTC+01:00"
