,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
6964,70.00940692,0.001225221436,0.07124455273,0.02255621925
6965,70.01945792,0.007912951522,0.08029930294,0.02310056984
6966,70.02950892,0.009159059264,0.07748844475,0.01946492679
6967,70.03955892,0.00369744841,0.07499226183,0.01373646688
6968,70.04960992,-0.003141133115,0.07500547171,0.008795736358
6969,70.05966092,-0.01560179703,0.06868472695,0.001165247872
6970,70.06971192,-0.02846743725,0.06127952039,0.001959352754
6971,70.07976292,-0.03626570478,0.04678526521,0.006297376007
6972,70.08981392,-0.04376334697,0.03805427626,0.006865517236
6973,70.09986492,-0.05623306707,0.02276320383,0.008446635678
6974,70.10991592,-0.06107968837,0.003243952524,0.003643492702
6975,70.11996592,-0.05944930017,-0.01621150412,0.002345467918
6976,70.13001692,-0.05632986873,-0.02768499777,-0.0002721583005
6977,70.14006792,-0.0483161509,-0.03621190786,-0.003240251448
6978,70.15011892,-0.04103562236,-0.03710836172,-0.003852735506
6979,70.16016992,-0.03767311573,-0.04200911522,-0.0002417552751
6980,70.17022092,-0.03269724548,-0.05037779361,0.005513825454
6981,70.18027192,-0.03065167181,-0.05142681301,0.01319891028
6982,70.19032292,-0.02936375141,-0.06062233821,0.01666564867
6983,70.20037392,-0.02462146059,-0.0607967712,0.01738523692
6984,70.21042392,-0.01714482903,-0.06024109572,0.01416372415
6985,70.22047492,-0.003643134609,-0.05968396366,0.01130854897
6986,70.23052592,0.001927638892,-0.06150394306,0.002518444555
6987,70.24057692,0.01107240096,-0.05912121013,-0.001325295772
6988,70.25062792,0.01287920401,-0.0548633337,-0.008348944597
6989,70.26067892,0.005341126118,-0.04045536369,-0.009929797612
6990,70.27072992,-0.002807651879,-0.02972696722,-0.01149819233
6991,70.28078092,-0.005704904906,-0.02105065249,-0.005761210807
6992,70.29083092,-0.01043101028,-0.0150824273,-0.003636023961
6993,70.30088192,-0.01559541188,-0.01232312713,-0.001524136867
6994,70.31093292,-0.008867892437,-0.01603335887,0.001066639554
6995,70.32098392,-0.01094862074,-0.0181431137,-0.0004249969497
6996,70.33103492,-0.01641699113,-0.02573525161,0.004114964977
6997,70.34108592,-0.01937336475,-0.02599171549,0.003094708081
6998,70.35113692,-0.01568903774,-0.01939238422,0.00172255456
6999,70.36118792,-0.01241547987,-0.01955483668,8.497689851e-05
7000,70.37123892,-0.007274092641,-0.01444850955,-0.005398911424
7001,70.38128892,-0.003099321388,-0.0153039163,-0.003999420442
7002,70.39133992,-0.001018550247,-0.01604419574,-0.006208333652
7003,70.40139092,0.002058732323,-0.01522687171,0.0005323931109
7004,70.41144192,0.006358405575,-0.01879923791,0.006216910668
7005,70.42149292,0.00774431508,-0.01533765998,0.01003215462
7006,70.43154392,0.01286164671,-0.01800754108,0.01328839641
7007,70.44159492,0.01421293616,-0.01932527311,0.01080579776
7008,70.45164592,0.01535212807,-0.0196752958,0.01208619215
7009,70.46169592,0.01599235088,-0.02308281139,0.009855529293
7010,70.47174692,0.01265627891,-0.02277847379,0.001760313055
7011,70.48179792,0.01271540113,-0.02090280876,0.001278813463
7012,70.49184892,0.01067714579,-0.02325745299,-0.005220887251
7013,70.50189992,0.007411577739,-0.02415973134,-0.004325798247
7014,70.51195092,0.008049571887,-0.02867538482,0.0008655708516
7015,70.52200192,0.003749365918,-0.02368116006,0.002336701145
7016,70.53205292,0.005390740931,-0.02523464337,0.003816880751
7017,70.54210392,0.006619523279,-0.02326496691,0.001835755073
7018,70.55215392,0.007986178622,-0.01666028611,0.001113000093
7019,70.56220492,0.006052722689,-0.01192332245,0.002880806569
7020,70.57225592,0.002857371233,-0.006191644818,-0.00146275945
7021,70.58230692,0.001433911268,0.001644972479,-0.002522697672
7022,70.59235792,-0.002611328382,0.007650665008,-0.002196531743
7023,70.60240892,-0.00273196958,0.00661362987,-0.003842099104
7024,70.61245992,-0.003674644046,0.007764425129,-0.006093968637
7025,70.62251092,-0.001734531485,0.01190537401,-0.005661470816
7026,70.63256092,-0.0007769167423,0.0160751678,-0.006634074263
7027,70.64261192,0.007469295058,0.02261243016,-0.0005942916032
7028,70.65266292,0.0166832637,0.02607971989,0.005259009078
7029,70.66271392,0.01851977967,0.02979269996,0.007748532109
7030,70.67276492,0.02333516814,0.03880203143,0.00563985249
7031,70.68281592,0.02530457638,0.04041377455,0.004368725698
7032,70.69286692,0.02932826057,0.04343002662,0.002530515194
7033,70.70291792,0.03007660806,0.04261856154,0.006057871971
7034,70.71296892,0.02911954373,0.04007899389,0.004187120125
7035,70.72301892,0.0239399597,0.04583381861,0.003051548265
7036,70.73306992,0.01899172366,0.0458031483,0.0006679215003
7037,70.74312092,0.01340600755,0.04951319844,-0.0007382277399
