"event","experiment time","system time","system time text"
"START",0.000000000E0,1636364747.953,"2021-11-08 10:45:47.953 UTC+01:00"
"PAUSE",3.601725528E1,1636364783.970,"2021-11-08 10:46:23.970 UTC+01:00"
