"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636748648040361E9,"2021-11-12 21:24:08.040 UTC+01:00"
"PAUSE",3.003031279166680E1,1.636748678069703E9,"2021-11-12 21:24:38.070 UTC+01:00"
