"event","experiment time","system time","system time text"
"START",0.000000000E0,1636361290.525,"2021-11-08 14:18:10.525 UTC+05:30"
"PAUSE",3.004310956E1,1636361320.568,"2021-11-08 14:18:40.568 UTC+05:30"
