"event","experiment time","system time","system time text"
"START",0.000000000E0,1636365078.944,"2021-11-08 10:51:18.944 UTC+01:00"
"PAUSE",3.143461590E1,1636365110.379,"2021-11-08 10:51:50.379 UTC+01:00"
