"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636483590636174E9,"2021-11-09 19:46:30.636 UTC+01:00"
"PAUSE",5.623724862502422E1,1.636483646873177E9,"2021-11-09 19:47:26.873 UTC+01:00"
