"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636298992427384E9,"2021-11-07 16:29:52.427 UTC+01:00"
"PAUSE",2.362148741666897E1,1.636299016048239E9,"2021-11-07 16:30:16.048 UTC+01:00"
