"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636831708251311E9,"2021-11-13 20:28:28.251 UTC+01:00"
"PAUSE",1.501039866666542E1,1.636831723261142E9,"2021-11-13 20:28:43.261 UTC+01:00"
