"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636495442227051E9,"2021-11-09 23:04:02.227 UTC+01:00"
"PAUSE",1.824276420833485E1,1.636495460470055E9,"2021-11-09 23:04:20.470 UTC+01:00"
