"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636371139484000E9,"2021-11-08 12:32:19.484 UTC+01:00"
"PAUSE",1.156016836666968E2,1.636371255082000E9,"2021-11-08 12:34:15.082 UTC+01:00"
