"event","experiment time","system time","system time text"
"START",0.000000000E0,1636362565.270,"2021-11-08 14:39:25.270 UTC+05:30"
"PAUSE",1.003602282E1,1636362575.306,"2021-11-08 14:39:35.306 UTC+05:30"
