"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636389548947947E9,"2021-11-08 17:39:08.948 UTC+01:00"
"PAUSE",6.502224279168877E1,1.636389613969043E9,"2021-11-08 17:40:13.969 UTC+01:00"
