Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.016122023,1.999950051,-15.5010004,5.488050461
0.033150053,3.940050125,-14.04495049,4.645050049
0.050178036,3.985050201,-12.87900066,3.87405014
0.067206135,2.69505024,-12.31005096,3.646050215
0.084234115,1.296000004,-11.0880003,3.022050142
0.101262101,1.299000025,-8.847000122,2.301000118
0.118290093,1.869000077,-7.42800045,2.10495019
0.135318106,2.236950159,-7.581000328,1.585050106
0.152346322,2.209050179,-7.516050339,1.302000046
0.169374356,2.227950096,-6.76695013,0.900000036
0.186402356,2.698950052,-5.356950283,0.823950052
0.203430314,2.517000198,-4.150050163,0.733050048
0.220458355,2.517000198,-3.558000088,0.874050021
0.237486294,2.905050039,-3.028950214,0.55095005
0.25451436,2.90805006,-2.811000109,0.112950005
0.27154235,2.452950001,-2.764050245,0.131999999
0.288570352,1.26000011,-2.680050135,-0.088050008
0.305598595,0,-3.156000137,0.594000042
0.322626614,-0.525000036,-4.863000393,1.096950054
0.339654634,-0.537000001,-7.341000557,2.385000229
0.356682638,0.031950001,-10.21200085,4.446000099
0.373710611,0.607050002,-12.1590004,5.272050381
0.390738686,0.039000001,-12.30495071,5.832000256
0.407766706,-0.370950013,-11.19405079,5.646000385
0.424794726,-0.184950009,-10.32705021,4.389000416
0.441822728,-0.277950019,-10.43700027,4.056000233
0.458850928,0.433950007,-11.99295044,5.239050388
0.475878961,1.629000068,-12.75495052,6.643950462
0.492906963,2.212949991,-12.63300037,6.946050167
0.509934942,1.741950035,-12.11100101,5.3989501
0.526963,2.103000164,-12.0510006,1.984950066
0.543991014,4.753950119,-12.97005081,-5.056050301
0.561019038,7.48995018,-10.47600079,-4.701000214
0.57804704,6.801000118,-7.164000511,-1.681950092
0.595075035,4.146000385,-9.333000183,-4.333050251
0.612103244,3.492000103,-13.58100033,-8.025000572
0.629131226,0.877050042,-17.80005074,-5.890950203
0.64615923,-0.268950015,-19.02105141,-0.81795001
0.663187256,2.215950012,-14.57505035,1.468050122
0.680215303,4.774950027,-10.67700005,-2.580000162
0.697243303,6.360000134,-9.040950775,-5.692950249
0.714271328,6.865050316,-9.733050346,-3.973950148
0.731299326,4.576950073,-10.45605087,0.172050014
0.748327552,0.838950038,-10.17405033,-0.006
0.765355533,-1.216950059,-8.818950653,-1.234050035
0.782383533,-1.135050058,-7.588050365,-1.075950027
0.799411535,-0.256950021,-6.654000282,-0.633000016
0.81643961,0.573000014,-6.027000427,-0.531000018
0.833467615,1.248000026,-6.166050434,-0.859050036
0.850495605,2.034000158,-6.982050419,-1.291950107
0.867523841,1.993050098,-7.942050457,-1.290000081
0.88455187,1.654950023,-8.551050186,-0.246000007
0.901579846,1.375050068,-8.826000214,0.382950008
0.918607827,1.240950108,-8.701050758,-0.241050005
0.935635899,1.106999993,-9.055950165,-1.045050025
0.952663904,1.027950048,-9.895950317,-1.132050037
0.969691904,0.990000069,-10.57395077,-0.451950014
0.986719883,0.796050012,-10.58100033,-0.396000028
1.003748148,0.457950026,-10.97100067,-0.727050006
1.020776167,-0.427050024,-11.30895042,-0.241050005
1.037804167,-1.453950047,-11.25600052,0.91200006
1.054832167,-1.126049995,-11.05695057,1.777050138
1.071860183,0.07305,-11.12205029,1.852950096
1.088888278,1.063950062,-12.04395103,1.626000047
1.105916297,2.545950174,-12.28095055,2.683950186
1.122944287,4.885050297,-11.5360508,4.927050114
1.139972299,7.000050545,-11.11500072,6.055050373
1.157000513,8.449950218,-11.71095085,3.943050146
1.174028572,8.983950615,-12.39795017,0.51000005
1.191056548,9.217050552,-12.32400036,-2.319000006
