"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636325901379559E9,"2021-11-07 23:58:21.380 UTC+01:00"
"PAUSE",5.151610970834736E1,1.636325952895679E9,"2021-11-07 23:59:12.896 UTC+01:00"
