"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636831438323649E9,"2021-11-13 20:23:58.324 UTC+01:00"
"PAUSE",1.501426595833618E1,1.636831453337655E9,"2021-11-13 20:24:13.338 UTC+01:00"
