"event","experiment time","system time","system time text"
"START",0.000000000E0,1636487629.017,"2021-11-09 20:53:49.017 UTC+01:00"
"PAUSE",4.047081124E1,1636487669.488,"2021-11-09 20:54:29.488 UTC+01:00"
