"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636389357248636E9,"2021-11-08 17:35:57.249 UTC+01:00"
"PAUSE",6.625603487499757E1,1.636389423503504E9,"2021-11-08 17:37:03.504 UTC+01:00"
