"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636386495105000E9,"2021-11-08 16:48:15.105 UTC+01:00"
"PAUSE",3.838807395834010E1,1.636386533494000E9,"2021-11-08 16:48:53.494 UTC+01:00"
