"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636748648183542E9,"2021-11-12 21:24:08.184 UTC+01:00"
"PAUSE",3.001329399999668E1,1.636748678197656E9,"2021-11-12 21:24:38.198 UTC+01:00"
