Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.00487214,2.571387053,11.65723324,-1.055533886
0.0217275,0.893121064,13.2278223,-1.098604679
0.03858281,0.919442117,9.217452049,-4.502993107
0.05543896,1.805384636,10.01725292,-4.412065983
0.0722951,2.657528639,12.05683517,-6.090332031
0.08915047,2.24566412,15.76062584,-6.526124477
0.10600578,0.163011044,18.09482384,-2.175973177
0.12286193,-1.778764486,15.72951889,-1.323530078
0.13971807,0.122333057,10.67318535,-3.466302633
0.15657344,0.960120082,8.123333931,-4.098307133
0.17342875,1.728814363,8.202595711,-4.807180882
0.1902849,1.295414329,11.66680527,-7.885846138
0.20714104,-0.586540639,10.85025406,-7.299305439
0.22399641,0.143868461,7.891230106,-5.044070244
0.24085172,1.077368379,4.730909348,-3.753740549
0.25770786,1.230808139,3.979264021,-2.980260611
0.27456401,1.278664589,4.494019985,-1.970190287
0.29141937,1.613659739,5.396712303,-1.706680775
0.30827469,1.525125384,5.966503143,-1.429113269
0.32513083,1.9585253,6.459424496,-1.524826288
0.34198698,1.707278967,7.158727169,-1.917249203
0.35884234,1.29302156,7.194619656,-2.286042929
0.37569766,0.826122046,6.754041195,-2.271686077
0.3925538,0.26590243,6.655935287,-2.805584431
0.40940995,0.021834506,7.436294556,-3.701098442
0.42626531,-0.181854516,8.394021988,-4.764110088
0.44312062,-0.210568398,8.130512238,-5.55882597
0.45997677,-0.177068874,6.65114975,-5.223531723
0.47683292,0.543469846,6.040680885,-4.311567307
0.49368828,1.048654556,6.727719784,-4.948357105
0.51054365,1.072582722,8.008478165,-4.622634411
0.52739974,2.633600473,8.911170959,-3.727419376
0.54425589,3.409473181,9.571888924,-3.15045023
0.56111125,4.443471432,9.021240234,-0.531206608
0.57796661,5.020441055,8.865707397,0.179760799
0.59482271,3.179463148,10.92203903,-1.268495083
0.61167885,0.972084224,14.74068451,-1.888535261
0.62853427,0.14626129,16.70399666,-3.492623806
0.64538958,0.62751776,17.73350716,-5.857928753
0.66224568,4.9319067,19.9286232,-6.964011192
0.67910187,5.556732178,16.5963192,-1.642074585
0.69595724,2.664707184,8.350951195,0.373878539
0.71281255,4.493721008,6.253642082,-1.033998489
0.7296687,4.730909348,4.623232365,-1.002891779
0.74652484,5.166702271,5.858527184,-1.534397483
0.76338021,4.034298897,7.979764462,-2.602194548
0.78023552,2.861217737,7.738089561,-2.405683994
0.79709167,1.877169371,7.031608582,-2.424826622
0.81394781,0.55304116,6.617650032,-2.12333107
0.83080318,-0.200997099,5.935396671,-2.367398977
0.84765854,-0.516849697,4.953741074,-2.724228621
0.86451464,-0.272781789,4.0127635,-3.126521826
0.88137078,0.270688057,3.641577005,-3.593122244
0.8982262,1.422233939,3.584149122,-3.530908823
0.91508151,2.997608662,3.696911097,-4.567599297
0.9319376,4.639982224,4.781158924,-6.138188362
0.9487938,7.282855034,7.409973621,-7.423732281
0.96564917,10.31157017,9.13848877,-8.707182884
0.98250448,10.43599701,8.384450912,-11.19691467
0.99936062,7.780860901,9.67956543,-10.12433147
1.01621677,3.883252144,11.46311569,-3.792025566
1.03307219,1.360020518,16.1389904,-0.41635114
1.0499275,-0.071784683,11.65484047,-5.716752529
1.06678359,0.644267499,8.245666504,-6.054439545
1.08363979,1.592124343,8.734101295,-3.023331404
1.10049516,1.513161182,12.37537956,-1.92203474
1.11735047,0.560219586,17.11077499,-2.810370207
1.13420661,-0.263210505,19.77548218,-4.385744572
1.15106276,0.055334024,15.48545074,-4.452744007
1.16791818,2.267498493,9.974182129,-4.651348114
1.18477349,2.540280342,6.58654356,-5.405685425
1.20162958,2.013560295,6.880860806,-6.26979351
1.21848578,1.326521039,7.058228493,-7.220342159
1.23534115,0.040977087,8.539983749,-3.626621723
1.25219646,0.450149775,8.542376518,-2.946761131
1.2690526,1.905883193,7.673482895,-2.922832966
1.28590875,2.755634308,6.047859192,-1.630110383
1.30276417,3.019144058,5.166702271,-1.766501307
1.31961948,2.38474679,4.836492538,-1.974975944
1.33647562,1.834098577,5.439783096,-2.17358017
1.35333177,1.142273664,5.343770981,-2.132902384
1.37018714,0.759122968,5.762814045,-1.869392633
1.3870425,0.294616282,6.160321712,-2.018046856
1.40389859,0.24197419,7.012465954,-2.673979282
1.42075479,-0.10049855,8.367700577,-4.146163464
1.43761016,-0.445065022,10.37856865,-5.592325687
1.45446547,-0.421136797,11.21426201,-6.159723759
1.47132161,-0.864108086,9.662816048,-5.510969639
1.48817776,-0.5697909,7.953443527,-4.067200184
1.50503318,-0.004785645,8.185846329,-4.105485439
1.52188849,0.656231582,9.320642471,-5.350650311
1.53874464,1.283450246,9.241379738,-4.325924397
1.55560078,2.291426897,8.642875671,-1.929213285
1.57245614,3.150749207,8.697910309,-0.17437695
1.58931151,4.149154663,8.178668022,1.551745534
1.6061676,4.316651821,8.580661774,-0.083449692
1.6230238,3.801896095,10.88375378,-1.766501307
1.63987917,3.366103172,14.05125237,-3.320340633
1.65673448,1.800599098,15.48784351,-4.445565224
1.67359062,1.685444474,19.72523308,-7.016952515
1.69044677,6.301498413,22.91187477,-5.944369793
1.70730219,3.727718592,14.95394516,2.253141642
1.7241575,2.274677038,8.181060791,0.469591439
1.74101365,3.739682674,6.267998695,-0.521635354
1.75786979,2.863610506,4.309772491,-1.270887971
1.77472521,3.756432533,4.110869408,-2.405683994
1.79158052,2.992822886,5.580959797,-4.438386917
1.80843667,1.577767372,6.287141323,-3.267698526
1.82529281,0.196510553,5.312664509,-2.113759756
1.84214823,-0.519242525,4.407878399,-1.821536183
1.85900354,-0.533599436,4.122833252,-1.886142492
1.87585969,-0.476171702,4.386343002,-1.984547257
1.89271583,-0.378065974,5.027918816,-2.815155745
1.90957125,0.390329182,5.485246658,-3.732205153
1.92642656,2.420639277,6.366104603,-4.086342812
1.94328271,4.704588413,6.880860806,-4.991427898
1.96013885,5.949454308,7.943871975,-6.935297489
1.97699427,7.453044415,9.064311028,-8.857930183
1.99384958,8.504091263,9.760921478,-9.401400566
2.01070573,8.834300995,9.787242889,-9.944869995
2.02756187,8.221439362,8.243273735,-10.72283649
2.04441729,6.816254616,6.847361088,-9.712467194
2.0612726,3.955335855,5.298307419,-6.851548672
2.07812875,1.24516511,5.307878971,-3.26291275
2.0949849,-0.519242525,11.09701443,-0.164805666
2.11184031,-0.129212424,14.04407406,-3.691527128
2.12869562,-0.526421011,14.25464249,-4.823930264
2.14555177,3.964907169,10.32831955,-6.212365627
2.16240792,4.563411713,9.16720295,-4.548456669
2.17926333,2.145165443,12.89252853,-1.508076429
2.19611864,-0.30388847,14.76461315,-1.845464468
2.21297479,-0.342173636,13.31396389,-3.169592619
2.22983099,-0.143569365,11.56869888,-2.183151484
2.24668635,0.222831607,10.0340023,-2.578266382
2.26354172,0.761515796,10.56550884,-4.038486481
2.28039781,1.472483277,9.919147491,-7.876275063
2.29725401,1.721635938,7.59930563,-4.965106964
2.31410937,1.115653515,6.457031727,-2.772084951
2.33096474,0.869192839,6.088537216,-2.731407166
2.34782083,1.221236825,5.509174824,-1.94865489
2.36467703,1.831705689,5.478068352,-1.843071699
2.3815324,2.485245466,6.047859192,-1.510469317
2.39838776,2.387139797,6.181857109,-1.744965911
2.41524391,2.080559254,6.267998695,-2.082653046
2.43210005,1.214058399,6.241677761,-1.756929994
2.44895547,0.340079904,6.425925255,-2.001296997
2.46581078,-0.497707099,7.130013466,-2.690729141
2.48266693,-0.77796644,8.446663857,-3.990629911
2.49952312,-0.588933468,9.291928291,-5.343472004
2.51637849,-0.55304116,9.677172661,-5.268995285
2.5332338,0.074476607,8.441878319,-4.227818489
2.55008995,1.053440213,8.173882484,-2.994617462
2.56694614,1.695015788,9.974182129,-4.014558315
2.58380151,2.068595171,11.16162014,-4.670490742
2.60065687,1.91066885,10.29003429,-3.744169235
2.61751297,1.187737346,8.944669724,-2.403291225
2.63436917,1.865205288,7.666304588,-1.184746265
2.65122458,2.21216464,6.339783669,-0.176769778
2.6680799,2.540280342,6.854539394,-0.049950171
2.68493604,2.844467878,9.284749985,-1.87417829
2.70179219,2.55942297,13.04088306,-2.633301258
2.7186476,3.392723322,16.5843544,-2.511267424
2.73550297,4.750051975,20.50320053,-4.773681164
2.75235906,7.55593586,20.63510513,-1.900499344
2.76921526,3.145963669,13.63699532,0.684945464
2.78607068,2.612065077,9.643673897,-1.421934843
2.80292599,3.083750248,7.292725086,-3.432803154
2.81978214,3.392723322,5.116453171,-2.829512835
2.83663833,4.034298897,4.505984306,-2.032403708
2.8534937,3.622434378,5.504389286,-3.140878916
2.87034906,2.67188549,6.679863453,-3.377768278
2.88720516,1.575374603,6.806683064,-2.829512835
2.90406135,1.02711916,6.241677761,-2.216650963
2.92091677,0.328115791,5.82981348,-1.888535261
2.93777208,0.155832574,5.774778366,-2.085045815
2.95462823,0.167796686,5.985645771,-2.599801779
2.97148443,0.222831607,6.093322754,-3.356232882
2.98833979,0.902692318,5.643173218,-3.813561201
3.00519516,2.379961252,5.492425442,-4.012165546
3.0220513,3.823431492,5.925825119,-5.096712112
3.03890745,4.800301552,5.940182209,-6.312864304
3.05576286,6.052345753,7.089335442,-7.409375191
3.07261818,7.141678333,8.161917686,-8.079665184
