"event","experiment time","system time","system time text"
"START",0.000000000E0,1636393204.666,"2021-11-08 18:40:04.666 UTC+01:00"
"PAUSE",7.244726440E1,1636393277.114,"2021-11-08 18:41:17.114 UTC+01:00"
