Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.00728843,3.830610037,4.838885784,-8.702396393
0.02414754,6.299105644,8.815457344,-7.924131393
0.04100744,6.191428661,12.24616718,-10.5098753
0.05786738,10.02891827,11.38415241,-10.39501953
0.07472655,8.341080666,8.93031311,-4.713561535
0.09158567,5.530411243,7.029215813,-2.393719912
0.10844561,1.601695657,6.17946434,-2.479861498
0.12530556,0.797408164,5.212165833,-4.330709934
0.14216473,1.874776483,7.781160355,-5.039284706
0.15902384,2.628814697,10.43629551,-5.252245903
0.17588374,3.157927752,11.772089,-5.372185707
0.19274369,2.813062191,10.83350468,-4.898108006
0.20960285,2.724527597,8.829814911,-4.10309267
0.22646197,2.901895761,7.888837337,-6.830013275
0.24332192,3.119642496,7.893622875,-6.617052078
0.26018186,3.428615808,8.386843681,-3.638885021
0.27704103,3.296711445,8.077870369,-1.840678811
0.29390014,3.720540047,6.742076874,-0.861715257
0.31076004,2.573779821,5.181059361,-4.086342812
0.32761999,1.865205288,4.208974838,-3.325126171
0.34447916,1.712064624,4.247559071,-2.664407969
0.36133827,2.324926376,4.766801834,-2.312364101
0.37819822,1.707278967,5.717350483,-3.124129057
0.39505817,1.348056436,6.473781586,-3.511766434
0.41191733,1.055832982,6.871289253,-3.138485909
0.42877645,0.661017239,7.130013466,-3.50219512
0.44563634,1.517946839,7.886444569,-3.84706068
0.46249629,2.501995087,8.606983185,-4.483850479
0.47935546,2.997608662,9.330213547,-4.993820667
0.49621457,2.983251572,10.06510925,-4.831109047
0.51307452,2.482852697,10.83589745,-4.783252239
0.52993447,1.901097536,11.69791126,-4.996213913
0.54679364,2.037488461,12.40170097,-4.835894585
0.56365275,3.892823458,13.2900362,-3.473481178
0.58051264,5.041976452,14.08475208,-2.36500597
0.59737264,3.629612923,12.329916,-0.983749211
0.61423176,2.743670225,10.6109724,-1.333101273
0.63109093,2.439781904,8.906385422,-3.504587889
0.64795082,2.228914261,6.825825691,-4.823930264
0.66481077,2.051845312,5.81545639,-4.404887199
0.68166994,2.219342947,5.964110374,-3.16719985
0.69852905,3.476472139,6.481259346,-2.846262455
0.715389,4.527519703,10.1967144,-6.559624195
0.73224895,5.583053589,14.42722511,-8.953642845
0.74910811,3.452543974,12.44716454,-6.466304302
0.76596723,4.476971149,9.624530792,-2.738585472
0.78282712,5.887240887,8.71705246,-4.316352844
0.79968712,4.457828522,8.77477932,-3.499802113
0.81654624,3.19382,7.831409454,-1.735394597
0.8334054,3.892823458,7.419544697,-1.349851131
0.8502653,4.182653904,6.093322754,-2.994617462
0.86712525,4.455435753,5.5594244,-4.79521656
0.88398442,4.019941807,5.736493111,-5.439185143
0.90084353,3.77796793,5.597709656,-4.682454586
0.91770348,3.861716747,5.066203594,-3.636492252
0.93456343,3.560220957,4.757230282,-3.380161047
0.95142259,2.600100994,5.525924683,-3.200699329
0.96828171,1.630409479,5.571388245,-2.951546669
0.98514166,1.527518153,4.360022068,-2.755335331
1.0020016,1.091725349,3.493221998,-3.667598963
1.01886077,1.400698543,2.3201406,-4.500600338
1.03571988,1.700100541,2.169392824,-4.847858906
1.05257983,2.437388897,2.116750717,-4.632205486
1.06943978,3.512364626,1.929811478,-4.682454586
1.08629895,5.070989609,1.771885157,-5.077569485
1.10315806,6.368497372,1.362413406,-5.819643974
1.12001796,7.067500591,0.524626374,-6.818048954
1.13687796,8.33150959,0.493519664,-8.34556675
1.15373712,10.21585751,1.304985642,-9.932906151
1.17059624,11.70957661,2.631506681,-11.47926712
1.18745614,12.67926788,4.010370731,-13.05224895
1.20431614,14.03181076,5.808278084,-13.78265858
1.22117525,13.62024593,7.565506935,-13.66989708
1.23803442,11.97069359,9.466604233,-11.7834549
1.25489431,9.021240234,9.332606316,-11.20887852
1.27175426,6.004489422,6.459424496,-10.20808029
1.28861343,4.510769844,4.783551693,-9.355937004
