"event","experiment time","system time","system time text"
"START",0.000000000E0,1636455230.271,"2021-11-09 11:53:50.271 UTC+01:00"
"PAUSE",1.358603604E1,1636455243.857,"2021-11-09 11:54:03.857 UTC+01:00"
