"event","experiment time","system time","system time text"
"START",0.000000000E0,1636139123.792,"2021-11-05 20:05:23.792 UTC+01:00"
"PAUSE",4.438171926E1,1636139168.173,"2021-11-05 20:06:08.173 UTC+01:00"
