,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
2488,25.00919304,0.2978805542,-9.877509613,-0.1908531189
2489,25.01924304,0.3011737061,-9.878258057,-0.1986369324
2490,25.02929404,0.2960842896,-9.893226929,-0.2044747925
2491,25.03934504,0.2944377136,-9.892478485,-0.1821711731
2492,25.04939604,0.2929408264,-9.884395294,-0.1731898499
2493,25.05944704,0.3165916443,-9.877359924,-0.149539032
2494,25.06949804,0.3124003601,-9.882000275,-0.1401086426
2495,25.07954904,0.3227288818,-9.878707123,-0.1407073975
2496,25.08960004,0.342487793,-9.882000275,-0.1381626892
2497,25.09965004,0.3483256531,-9.889634399,-0.1697470093
2498,25.10970104,0.3492237854,-9.872569885,-0.1719923401
2499,25.11975204,0.3367996216,-9.864337006,-0.1610650635
2500,25.12980304,0.3350033569,-9.858648834,-0.1621128845
2501,25.13985404,0.3366499329,-9.873468018,-0.1565744019
2502,25.14990504,0.3303630066,-9.877509613,-0.1525328064
2503,25.15995604,0.3453318787,-9.885592804,-0.1398092651
2504,25.17000704,0.3659889221,-9.879754944,-0.1507365417
2505,25.18005804,0.3734733582,-9.881102142,-0.1630110168
2506,25.19010804,0.3788621521,-9.882000275,-0.1618135071
2507,25.20015904,0.3872447205,-9.890233154,-0.1730401611
2508,25.21021004,0.4102967834,-9.88604187,-0.1941462708
2509,25.22026104,0.4107458496,-9.898615723,-0.1835183716
2510,25.23031204,0.3845503235,-9.889035645,-0.167202301
2511,25.24036304,0.3544628906,-9.86852829,-0.1636097717
2512,25.25041404,0.3733236694,-9.858199768,-0.1683998108
2513,25.26046504,0.4209246826,-9.83454895,-0.1692979431
2514,25.27051604,0.4803511047,-9.836195526,-0.1606159973
2515,25.28056604,0.4989125061,-9.844278717,-0.1236428833
2516,25.29061704,0.4683760071,-9.832453308,-0.07858657837
2517,25.30066804,0.4474195862,-9.826465759,-0.03547622681
2518,25.31071904,0.4300556946,-9.789792023,-0.02514770508
2519,25.32077004,0.4326004028,-9.803563385,-0.03817062378
2520,25.33082104,0.4483177185,-9.872869263,-0.06810836792
2521,25.34087204,0.458795929,-9.927206268,-0.06825805664
2522,25.35092304,0.4894821167,-9.928403778,-0.05688171387
2523,25.36097404,0.5445675659,-9.946665802,-0.06301895142
2524,25.37102404,0.579894104,-9.968670044,-0.05703140259
2525,25.38107504,0.5390290833,-9.98199234,-0.07125183105
2526,25.39112604,0.4403842163,-9.99486557,-0.05807922363
2527,25.40117704,0.3174897766,-9.984087982,-0.0252973938
2528,25.41122804,0.1887574768,-9.980196075,0.05224136353
2529,25.42127904,0.122744751,-9.963131561,0.09220825195
2530,25.43133004,0.1472937012,-9.9188237,0.1121168518
2531,25.44138104,0.1848655701,-9.883347473,0.1465452576
2532,25.45143104,0.2136058044,-9.863588562,0.1589694214
2533,25.46148204,0.2412982178,-9.856702881,0.1308279419
2534,25.47153304,0.2543211365,-9.85326004,0.1088237
2535,25.48158404,0.2448907471,-9.850266266,0.04894821167
2536,25.49163504,0.2418969727,-9.86269043,-0.03233276367
2537,25.50168604,0.2338137817,-9.890831909,-0.09475296021
2538,25.51173704,0.2386038208,-9.950557709,-0.1249900818
2539,25.52178804,0.2371069336,-9.967472534,-0.1501377869
2540,25.53183904,0.2480342102,-9.97495697,-0.1637594604
2541,25.54188904,0.2830613708,-9.938283234,-0.159717865
2542,25.55194004,0.3200344849,-9.919272766,-0.1475930786
2543,25.56199104,0.3080593872,-9.887688446,-0.1445993042
2544,25.57204204,0.2880010986,-9.856253815,-0.1444496155
2545,25.58209304,0.2689906311,-9.874964905,-0.1336720276
2546,25.59214404,0.2721340942,-9.887688446,-0.1520837402
2547,25.60219504,0.2725831604,-9.904154205,-0.2011816406
2548,25.61224604,0.2820135498,-9.92002121,-0.2098635864
2549,25.62229704,0.2561174011,-9.937834167,-0.2055226135
2550,25.63234704,0.2119592285,-9.946815491,-0.242795105
2551,25.64239804,0.2053729248,-9.880503387,-0.2528242493
2552,25.65244904,0.2384541321,-9.83110611,-0.2088157654
2553,25.66250004,0.2514770508,-9.872120819,-0.1932481384
2554,25.67255104,0.2531236267,-9.893975372,-0.1697470093
2555,25.68260204,0.2924917603,-9.943222961,-0.1041833496
2556,25.69265304,0.2246827698,-9.955198059,-0.0592767334
2557,25.70270404,0.1504371643,-9.9387323,-0.05912704468
2558,25.71275404,0.1660047913,-9.890831909,-0.1240919495
2559,25.72280504,0.2447410583,-9.814041595,-0.2293231201
2560,25.73285604,0.3811074829,-9.760303345,-0.2788700867
2561,25.74290704,0.4638853455,-9.720336456,-0.2929408264
2562,25.75295804,0.5465135193,-9.683363342,-0.3002755737
2563,25.76300904,0.6057902527,-9.70581665,-0.2869532776
2564,25.77306004,0.6571334839,-9.749076691,-0.2616558838
2565,25.78310729,0.7168592834,-9.813742218,-0.2221380615
2566,25.79315829,0.7505392456,-9.884544983,-0.1740879822
2567,25.80320829,0.7478448486,-9.921069031,-0.1648072815
2568,25.81325929,0.7186555481,-9.887838135,-0.1851649475
2569,25.82331029,0.6524931335,-9.829010468,-0.22348526
2570,25.83336129,0.6271957397,-9.725874939,-0.2727328491
2571,25.84341229,0.6110293579,-9.635462952,-0.3239263916
2572,25.85346329,0.6213578796,-9.66719696,-0.3598516846
2573,25.86351429,0.6306385803,-9.782457275,-0.3366499329
2574,25.87356529,0.6276448059,-9.883796539,-0.2915936279
2575,25.88361629,0.6117778015,-9.952204285,-0.2758763123
2576,25.89366629,0.5662724304,-9.955198059,-0.2588117981
2577,25.90371729,0.486638031,-9.905202026,-0.2691403198
2578,25.91376829,0.4352947998,-9.862989807,-0.2737806702
2579,25.92381929,0.375718689,-9.823771362,-0.2778222656
2580,25.93387029,0.3240760803,-9.857151947,-0.2917433167
2581,25.94392129,0.2712359619,-9.9188237,-0.2918930054
2582,25.95397229,0.1603166199,-9.99022522,-0.2981799316
2583,25.96402329,0.04984634399,-10.00534378,-0.3059637451
2584,25.97407329,-0.02544708252,-9.948911133,-0.287252655
2585,25.98412429,-0.04819976807,-9.854906616,-0.2850073242
2586,25.99417529,-0.0347277832,-9.809251556,-0.2784210205
2587,26.00422629,0.0005987548828,-9.769883423,-0.2306703186
2588,26.01427729,0.03068618774,-9.791139221,-0.1758842468
2589,26.02432829,0.06316864014,-9.926757202,-0.1100212097
2590,26.03437929,0.1131646729,-10.0688118,-0.04894821167
2591,26.04443029,0.2107617188,-10.16760635,-0.02784210205
2592,26.05448129,0.3674858093,-10.21191422,-0.02484832764
2593,26.06453129,0.5879772949,-10.17703674,-0.05313949585
2594,26.07458229,0.7952961731,-10.09515701,-0.09011260986
2595,26.08463329,0.960402832,-9.946965179,-0.1621128845
2596,26.09468429,1.070424042,-9.80416214,-0.2249821472
2597,26.10473529,1.169967041,-9.773475952,-0.2495310974
2598,26.11478629,1.235979767,-9.787247314,-0.254021759
2599,26.12483729,1.207239532,-9.80416214,-0.2691403198
2600,26.13488829,1.114881592,-9.83574646,-0.3098556519
2601,26.14493929,1.014141083,-9.777667236,-0.3918850708
2602,26.15498929,0.9196875,-9.583520966,-0.5075944519
2603,26.16504029,0.9337582397,-9.371112671,-0.6309379578
2604,26.17509129,1.048569489,-9.210796051,-0.6878196716
2605,26.18514229,1.134191437,-9.214837646,-0.6562353516
2606,26.19519329,1.115480347,-9.34192337,-0.5472619629
2607,26.20524429,0.995280304,-9.496851196,-0.3571572876
2608,26.21529529,0.7231462097,-9.666149139,-0.2050735474
2609,26.22534629,0.2933898926,-9.850116577,-0.1206491089
2610,26.23539629,-0.2052232361,-10.07225464,-0.08831634521
2611,26.24544729,-0.6146218872,-10.30457153,-0.1359173584
2612,26.25549829,-0.86235672,-10.40680893,-0.1782792664
2613,26.26554929,-0.8795709229,-10.43569885,-0.2215393066
2614,26.27560029,-0.7201524353,-10.38929535,-0.255668335
2615,26.28565129,-0.5742059326,-10.31804352,-0.2444416809
2616,26.29570229,-0.4942721558,-10.22463776,-0.1823208618
2617,26.30575329,-0.457149353,-10.10892838,-0.07619155884
2618,26.31580329,-0.4679269409,-10.01896545,0.04954696655
2619,26.32585429,-0.4803511047,-9.855804749,0.1401086426
