"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481522485576E9,"2021-11-09 19:12:02.486 UTC+01:00"
"PAUSE",1.495147845830070E1,1.636481537437098E9,"2021-11-09 19:12:17.437 UTC+01:00"
