"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636820478419660E9,"2021-11-13 17:21:18.420 UTC+01:00"
"PAUSE",3.001139233334106E1,1.636820508431235E9,"2021-11-13 17:21:48.431 UTC+01:00"
