Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.0111074,1.639980793,-10.18175983,-9.638289452
0.02796646,-3.765704632,-15.7624197,-9.59282589
0.04482469,-7.050451756,-15.13998699,-6.906583309
0.06168292,-8.912964821,-9.166604042,-1.366600871
0.07854198,-4.246961117,-9.851550102,2.401496649
0.09540104,1.700100541,-11.33330536,-1.383649707
0.11225932,1.553839207,-10.56969547,-4.553242207
0.12911755,-0.643968403,-8.098807335,-6.188437462
0.14597662,-3.468994617,-6.894619465,-4.727918625
0.16283568,-4.733003139,-7.244270325,-3.140878916
0.17969391,-4.776073933,-7.004988194,-3.10259366
0.19655214,-4.445565224,-6.612266064,-3.969094515
0.2134112,-3.65563488,-6.473482609,-4.565206528
0.23027026,-3.947858334,-6.495018005,-5.070391178
0.24712849,-4.721039295,-6.569195271,-5.111069202
0.26398677,-4.945964336,-7.079165936,-4.230211258
0.28084583,-4.141676903,-7.86670351,-3.588336706
0.2977049,-3.588635683,-8.304888725,-3.377768278
0.31456312,-3.507279873,-8.800502777,-3.780061483
0.33142136,-3.543172121,-9.868299484,-4.29003191
0.34828042,-3.440280676,-10.04058266,-4.950749874
0.36513948,-3.346661568,-10.23200893,-5.566004753
0.38199776,-3.413959742,-10.77787113,-5.496612549
0.39885599,-3.435495138,-11.38594723,-5.539683342
0.41571505,-4.041178226,-11.54656601,-5.949155331
0.43257412,-6.31316328,-11.45055389,-5.302495003
0.44943234,-5.499005318,-11.79541969,-5.922834396
0.46629057,-5.010570526,-12.48245811,-6.248258114
0.48314964,-5.161617756,-12.15703487,-6.468697071
0.5000087,-5.341079235,-11.15145111,-5.719145298
0.51686698,-5.767300606,-10.34686375,-4.349852562
0.53372521,-5.575575829,-9.320044518,-3.868596077
0.55058427,-4.814359188,-8.508278847,-4.124628067
0.56744333,-3.746562004,-7.706384659,-4.876572609
0.58430156,-2.745764017,-7.261020184,-5.398507118
0.60115979,-1.565504193,-6.849155903,-5.376971722
0.61801886,-1.182652593,-7.050451756,-4.91007185
0.63487797,-1.891227245,-8.388637543,-4.083950043
0.6517362,-2.24566412,-10.1147604,-3.250948668
0.66859443,-2.700300455,-10.95284653,-2.583052158
0.68545349,-2.853740215,-10.96720314,-2.925225735
0.70231255,-3.121736288,-10.47876835,-2.489432812
0.71917083,-4.182354927,-8.259425163,-2.645265341
0.73602906,-3.808775425,-5.678467274,-2.944368362
0.75288813,-3.732205153,-5.518147945,-3.198306561
0.76974719,-3.73699069,-6.674479485,-3.461517096
0.78660542,-3.73699069,-7.31126976,-3.370589733
0.8034637,-4.122534275,-7.833203793,-3.48783803
0.82032276,-3.909274101,-8.690432549,-3.265305519
0.83718182,-3.983750582,-8.94407177,-3.291626692
0.85404005,-4.14646244,-7.885846138,-3.081058264
0.87089833,-4.256532192,-7.165307522,-2.982653379
0.8877574,-4.484149456,-6.26979351,-2.891726255
0.90461646,-4.301996231,-5.45832777,-2.544766903
0.92147469,-4.167997837,-5.319543839,-2.250150681
0.93833297,-4.404887199,-5.415256977,-2.034796476
0.95519203,-4.632504463,-5.353043556,-2.018046856
0.97205109,-4.215854168,-5.400899887,-2.898904562
0.98890932,-3.919144392,-5.726323605,-3.849453449
1.0057676,-3.909274101,-5.906084538,-3.653241873
1.02262667,-3.89730978,-6.0927248,-3.169592619
1.03948573,-4.026821613,-6.691229343,-3.794418573
1.05634396,-7.742276669,-0.787238658,-10.02144051
1.07320224,-10.8116703,-10.4596262,-8.642276764
1.0900613,-15.25992775,-14.86481285,-4.311567307
1.10692036,-14.54866123,-14.00519085,-4.129413605
1.12377865,-6.435197353,-8.170890808,-3.715455294
1.14063688,-2.307877541,-5.149354458,-5.01774931
1.15749594,-2.255235434,-3.823132277,-4.526921272
1.174355,-1.857727647,-4.392923355,-3.643670797
1.19121328,-1.872084618,-5.740680695,-4.883750916
1.20807151,-1.74047935,-6.288936138,-5.989833355
1.22493057,-3.722633839,-7.205985546,-3.195913792
1.24178964,-6.238986015,-8.527421951,-2.702693224
1.25864792,-7.129415035,-9.272188187,-4.213461399
1.27550615,-7.251449108,-10.01665497,-5.113461971
1.29236521,-7.043273449,-9.918548584,-5.312365532
1.30922427,-5.503791332,-8.278568268,-4.828716278
1.32608255,-2.762513638,-7.277770042,-5.106283665
1.34294078,-1.750050664,-7.462017536,-5.489434242
1.35979984,-2.980559587,-8.302495956,-4.385744572
1.37665891,-3.313162088,-8.743074417,-4.457529545
1.39351719,-3.607778311,-8.201997757,-4.658526421
1.41037542,-3.612564087,-7.821239948,-4.98903513
1.42723448,-3.349054337,-7.53858757,-5.10149765
1.44409359,-3.734597921,-7.220342159,-4.62502718
1.46095182,-3.73699069,-7.083951473,-4.019343853
1.47781005,-3.143271685,-7.476374149,-3.475873947
1.49466917,-2.791227579,-7.299305439,-3.478266716
1.51152823,-2.530410051,-6.581159592,-4.155734539
1.52838646,-2.84656167,-5.918048382,-4.553242207
1.54524474,-3.421138287,-5.9515481,-4.450351238
1.5621038,-3.380460262,-6.758228302,-4.347459793
1.57896286,-3.361317635,-7.533802032,-4.234996796
1.59582109,-3.504886866,-8.015058517,-4.85982275
1.61267938,-3.433102369,-8.043772697,-5.82921505
1.62953844,-3.114557743,-8.654241562,-6.286543369
1.6463975,-3.3852458,-9.743574142,-6.135795593
1.66325578,-3.030808926,-10.60798073,-5.743073463
1.68011401,-3.282055378,-11.74277687,-4.79521656
1.69697307,-3.332304716,-11.66142082,-4.833501816
1.71383219,-3.064308405,-11.42423248,-6.152545452
1.73069042,-3.457030535,-11.09402275,-6.114260197
1.74754865,-3.734597921,-11.43141079,-6.372684956
1.76440771,-3.835096598,-11.09162998,-6.382256031
1.78126682,-4.627718925,-9.803693771,-5.44397068
1.79812505,-5.058726311,-8.635098457,-4.543671131
1.81498333,-5.099404335,-7.904988766,-4.141377926
1.8318424,-4.996213913,-7.44048214,-4.251746655
1.84870146,-4.36899519,-7.18445015,-4.352245331
1.86555974,-3.739383698,-6.753442764,-4.756931305
1.88241797,-3.018844843,-5.956333637,-5.45832777
1.89927703,-2.848954439,-6.298507214,-5.499005318
1.91613615,-3.219841957,-7.680063248,-4.85982275
1.93299438,-4.294817448,-10.2272234,-4.507778645
1.94985261,-5.482255936,-13.26790237,-4.074378967
1.96671172,-6.308377743,-13.79462242,-2.970689297
1.98357078,-5.9515481,-11.8528471,-2.927618504
2.00042901,-5.245366573,-7.869096279,-2.963510752
2.01728729,-5.513362408,-6.956832886,-3.176771164
2.03414636,-5.355436325,-6.02811861,-3.631706476
2.05100542,-5.2238307,-5.33150816,-4.282853603
2.0678637,-4.596612453,-5.802894115,-3.447160006
2.08472193,-4.21106863,-6.162116528,-2.9491539
2.10158104,-3.373281717,-6.401398659,-2.827120066
2.11844011,-2.59740901,-6.099903107,-2.9491539
2.13529833,-2.350948334,-5.57318306,-2.781656265
2.15215662,-2.484946251,-4.886143684,-2.623729944
2.16901568,-2.544766903,-4.129413605,-2.736192703
2.18587479,-2.956631422,-4.028914928,-3.085843801
2.20273302,-3.4809587,-4.514957428,-3.008974552
2.21959125,-4.115355968,-5.278566837,-2.922832966
2.23645036,-4.491328239,-6.176473618,-2.817548752
2.25330943,-4.53918457,-7.071987152,-2.970689297
2.27016771,-4.991427898,-4.187140465,-8.062914848
2.28702594,-10.84038353,-5.166104317,-8.060522079
2.303885,-12.44686508,-11.51785183,-6.248258114
2.32074412,-14.8265276,-12.95414352,-3.820739508
