"event","experiment time","system time","system time text"
"START",0.000000000E0,1636363761.707,"2021-11-08 10:29:21.707 UTC+01:00"
"PAUSE",8.594488332E1,1636363847.652,"2021-11-08 10:30:47.652 UTC+01:00"
