"event","experiment time","system time","system time text"
"START",0.000000000E0,1636386082.016,"2021-11-08 16:41:22.016 UTC+01:00"
"PAUSE",1.594336898E1,1636386097.959,"2021-11-08 16:41:37.959 UTC+01:00"
