"event","experiment time","system time","system time text"
"START",0.000000000E0,1636361848.142,"2021-11-08 09:57:28.142 UTC+01:00"
"PAUSE",5.593660624E1,1636361904.079,"2021-11-08 09:58:24.079 UTC+01:00"
