"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636831438496394E9,"2021-11-13 20:23:58.496 UTC+01:00"
"PAUSE",1.501336045833887E1,1.636831453509187E9,"2021-11-13 20:24:13.509 UTC+01:00"
