,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
5970,60.00374,-0.5737568665,9.402696991,-0.1872605896
5971,60.01379,-0.6941065979,9.405690765,-0.1856140137
5972,60.023841,-0.7027885437,9.443861389,-0.1591191101
5973,60.033892,-0.6146218872,9.547745361,-0.1085243225
5974,60.043942,-0.5508544922,9.680519257,-0.06092330933
5975,60.053993,-0.5224136353,9.774224396,-0.005837860107
5976,60.064043,-0.5388793945,9.719288635,0.05882766724
5977,60.074094,-0.500559082,9.670490112,0.06765930176
5978,60.084144,-0.5099894714,9.71404953,-0.1067280579
5979,60.094195,-0.5616320801,9.834998016,-0.3385958862
5980,60.104246,-0.5971083069,9.917027435,-0.499511261
5981,60.114296,-0.6529421997,9.899364166,-0.5284011841
5982,60.124347,-0.6304888916,9.827363892,-0.4364923096
5983,60.134397,-0.539178772,9.811496887,-0.263152771
5984,60.144448,-0.3983216858,9.816885681,-0.1378633118
5985,60.154498,-0.3162922668,9.807455292,-0.1824705505
5986,60.164549,-0.3409909058,9.68366272,-0.2435435486
5987,60.174599,-0.4836442566,9.514664154,-0.3150947571
5988,60.18465,-0.5942642212,9.541458435,-0.3814068604
5989,60.194701,-0.6659651184,9.793384552,-0.3870950317
5990,60.204751,-0.6866221619,9.941875763,-0.3847000122
5991,60.214802,-0.6674620056,9.874066772,-0.3803590393
5992,60.224852,-0.5924679565,9.617949371,-0.2981799316
5993,60.234903,-0.4819976807,9.426048431,-0.1806742859
5994,60.244953,-0.3496728516,9.464069366,-0.09131011963
5995,60.255004,-0.2781216431,9.673932953,-0.08472381592
5996,60.265054,-0.288899231,9.892328796,-0.1778302002
5997,60.275105,-0.4324507141,10.01612137,-0.2415975952
5998,60.285156,-0.6173162842,9.970166931,-0.2327659607
5999,60.295206,-0.6774911499,9.867779846,-0.220790863
6000,60.305257,-0.5701643372,9.788594513,-0.1236428833
6001,60.315307,-0.330662384,9.660161591,0.0130229187
6002,60.325358,-0.1395098877,9.580527191,0.1528321838
6003,60.335408,-0.0001496887207,9.633966064,0.1050814819
6004,60.345459,0.04834945679,9.808503113,-0.08816665649
6005,60.355509,-0.1119671631,9.940678253,-0.2020797729
6006,60.36556,-0.339793396,9.976753235,-0.1907034302
6007,60.375611,-0.5376818848,9.909692688,-0.2218386841
6008,60.385661,-0.6780899048,9.784702606,-0.2354603577
6009,60.395712,-0.7075785828,9.576335907,-0.07185058594
6010,60.405762,-0.6207591248,9.402696991,0.1095721436
6011,60.415813,-0.4878355408,9.319619751,0.1930984497
6012,60.425863,-0.356408844,9.421408081,0.1703457642
6013,60.435914,-0.199385376,9.610764313,0.0628692627
6014,60.445964,-0.2044747925,9.832602997,-0.04311035156
6015,60.456015,-0.2673440552,10.00878662,-0.08876541138
6016,60.466066,-0.2564167786,10.02540207,-0.1284329224
