"event","experiment time","system time","system time text"
"START",0.000000000E0,1636135668.962,"2021-11-05 19:07:48.962 UTC+01:00"
"PAUSE",2.560015380E1,1636135694.562,"2021-11-05 19:08:14.562 UTC+01:00"
