"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636298991653426E9,"2021-11-07 16:29:51.653 UTC+01:00"
"PAUSE",2.448879504166689E1,1.636299016142309E9,"2021-11-07 16:30:16.142 UTC+01:00"
