,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
1990,20.00268508,-3.548071747,11.4980397,-3.01068924
1991,20.01273508,-2.805466003,11.12411728,-1.251846771
1992,20.02278608,-1.758842468,10.26909531,-0.890198822
1993,20.03283608,-1.964215393,10.66771637,0.02215393066
1994,20.04288708,-2.284249878,10.02734802,0.8454418945
1995,20.05293708,-3.238066406,9.479187927,1.181193695
1996,20.06298808,-5.275479584,9.46017746,1.638792114
1997,20.07303808,-3.14406189,8.934470673,-1.263522491
1998,20.08308908,-2.161505127,8.900491333,-1.658251648
1999,20.09313908,-2.51447113,10.66053131,-2.517764282
2000,20.10319008,0.8750802612,10.73118439,-3.651656342
2001,20.11324008,-6.591393127,12.14933533,5.964347076
2002,20.12329108,-8.473878479,10.29618896,4.284989319
2003,20.13334208,-3.482957153,6.754404144,5.053341522
2004,20.14339208,-2.951262817,11.90534271,3.247197418
2005,20.15344308,-2.404749298,11.58815231,0.8628057861
2006,20.16349308,-2.534080353,10.36055511,0.5757028198
2007,20.17354408,-2.568209381,9.389674072,1.398541718
2008,20.18359408,-2.520608368,9.161847839,2.06525528
2009,20.19364508,-2.517614594,9.262139282,1.676813049
2010,20.20369508,-2.537672882,9.144933014,1.161434784
2011,20.21374608,-2.545307007,9.003327484,1.129850464
2012,20.22379608,-2.712359619,9.158105621,1.2063414
2013,20.23384708,-2.82687149,9.197324066,1.340462494
2014,20.24389708,-3.077899475,9.126521301,1.504221954
2015,20.25394808,-3.373834076,9.36422699,1.562600555
2016,20.26399808,-3.315305786,9.467661896,1.272054749
2017,20.27404908,-2.971321106,9.682016144,1.146316223
2018,20.28410008,-2.668800201,9.794282684,1.421593781
2019,20.29415008,-2.481838989,9.826765137,1.560654602
2020,20.30420108,-2.23140976,9.391170959,1.440753937
2021,20.31425108,-2.397713928,9.142687683,1.581012268
2022,20.32430208,-2.877316589,9.106912079,1.775906982
2023,20.33435208,-3.127296753,8.973539429,1.978735199
2024,20.34440308,-3.547622681,9.173822937,2.380350037
2025,20.35445308,-3.831282806,9.269623718,2.405348053
2026,20.36450408,-3.725452881,9.081464996,2.521955566
2027,20.37455408,-3.461551666,9.059311066,2.578687592
2028,20.38460508,-2.061812439,9.246871033,1.746567993
2029,20.39465508,-0.9214837646,9.103020172,0.4939727783
2030,20.40470608,-0.3344046021,8.732989655,-0.8617579651
2031,20.41475708,-0.6530918884,9.029373322,-2.145039368
2032,20.42480708,-0.8502319336,9.106163635,-3.035836945
