"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636298717384755E9,"2021-11-07 16:25:17.385 UTC+01:00"
"PAUSE",1.770233812499646E1,1.636298735086619E9,"2021-11-07 16:25:35.087 UTC+01:00"
