"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572352.373,"2021-11-10 20:25:52.373 UTC+01:00"
"PAUSE",1.502560414E1,1636572367.399,"2021-11-10 20:26:07.399 UTC+01:00"
