"event","experiment time","system time","system time text"
"START",0.000000000E0,1636036984.791,"2021-11-04 15:43:04.791 UTC+01:00"
"PAUSE",8.847975874E1,1636037073.271,"2021-11-04 15:44:33.271 UTC+01:00"
"START",8.847975874E1,1636037073.462,"2021-11-04 15:44:33.462 UTC+01:00"
"PAUSE",9.001928574E1,1636037075.002,"2021-11-04 15:44:35.002 UTC+01:00"
