Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.010497815,-2.595016241,-6.894619465,-5.012963295
0.027358649,-3.519243956,-9.008678436,-4.476672173
0.044219534,-3.473780155,-9.779465675,-3.760919094
0.061079586,-3.028416157,-9.566504478,-2.824727058
0.077939638,-2.59740901,-8.831609726,-2.719442844
0.094800472,-3.035594702,-8.52981472,-3.119343519
0.111661305,-3.557528973,-7.658527851,-3.473481178
0.128521409,-4.23978281,-6.490232468,-2.903690338
0.145381409,-4.496113777,-5.544469357,-2.266900301
0.162242243,-3.873381615,-5.048855782,-2.305185556
0.179103128,-2.671586514,-5.247459888,-2.496611357
0.19596318,-1.695015788,-5.503791332,-2.171187401
0.212823232,-0.397208571,-5.513362408,-2.262114763
0.229684065,-1.012463093,-5.918048382,-2.9491539
0.246544899,-5.269294739,-6.552445889,-4.371387959
0.263405003,-4.766502857,-6.296114445,-1.675574064
0.280265055,-3.016452074,-7.34716177,-0.035593238
0.297125836,-1.079462171,-9.892228127,-9.717252731
0.313986722,-1.941476464,-18.80788422,-14.4888401
0.330846774,-9.233902931,-24.87668228,-22.21227264
0.347706826,-6.219843388,-13.67946815,-4.670490742
0.364567659,-0.191425815,-5.125426292,-3.68674159
0.381428545,1.398305774,-10.22961617,-3.215056419
0.398288597,4.488935471,-18.28834343,-8.841180801
0.415148649,-0.763609529,-21.1899395,-11.2375927
0.43200943,-5.599802971,-14.41705513,-2.975475073
0.448870315,-9.44207859,-10.19372368,-2.958725214
0.46573042,-8.788538933,-8.743074417,-4.024129391
0.48259042,-5.26690197,-6.497410774,-4.727918625
0.499451253,-0.933499932,-5.276174068,-5.75025177
0.516312138,1.544267893,-4.3546381,-7.093522549
0.53317219,1.632802367,-4.08873558,-6.987939358
0.550032243,0.625124931,-3.88056016,-5.283352375
0.566893076,-0.579362154,-4.002593994,-4.112663746
0.583753909,-2.082653046,-4.541278362,-3.658027649
0.600614013,-3.205485106,-4.749752998,-3.279662609
0.617474013,-3.212663412,-4.771288395,-2.973082066
0.634334847,-2.721835852,-5.190032482,-3.370589733
0.651195732,-2.480160713,-5.723930836,-3.119343519
0.668055784,-1.831406593,-6.121438503,-3.236591816
0.684915836,-0.780359268,-6.174080849,-3.602693558
0.70177667,-0.758823872,-6.358327866,-4.141377926
0.718637555,-1.113260746,-6.408577442,-4.400101662
0.735497607,-1.28315115,-5.2737813,-4.196712017
0.752357659,-1.130010486,-3.540480137,-4.747061253
0.769218493,-1.240080357,-1.151246786,-5.288137913
0.786079326,-2.039582253,0.603589535,-4.553242207
0.80293943,-3.382853031,-2.853441,-6.676872253
0.81979943,-8.850751877,-12.48006535,-8.592027664
