"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636385309997805E9,"2021-11-08 16:28:29.998 UTC+01:00"
"PAUSE",4.607108912500553E1,1.636385356069105E9,"2021-11-08 16:29:16.069 UTC+01:00"
