"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.529134167E-1,4.957858101E-2,3.573734779E-3,2.795208991E-1
1.628624167E-1,9.546565264E-2,-4.704701714E-3,2.675268352E-1
1.728414167E-1,1.096562147E-1,4.512642976E-3,2.522236407E-1
1.828204167E-1,9.323809296E-2,3.090483695E-2,2.248631120E-1
1.927694167E-1,6.422969699E-2,-1.451254729E-2,1.747416854E-1
2.027484167E-1,2.278451994E-2,-6.017431244E-2,1.321263164E-1
2.126974167E-1,-5.123857409E-2,-5.612878129E-3,5.264468491E-2
2.226764167E-1,-1.493366510E-1,7.738879323E-2,4.430280998E-3
2.326554167E-1,-2.009030432E-1,1.039976180E-1,-5.567189306E-3
2.426044167E-1,-1.837634593E-1,1.319504231E-1,2.334435284E-2
2.525834167E-1,-1.771909148E-1,2.052879781E-1,1.937419735E-2
2.625324167E-1,-1.802008152E-1,2.059114277E-1,9.804370999E-2
2.725114167E-1,-1.990582496E-1,1.813013703E-1,1.090115681E-1
2.824904167E-1,-2.426973283E-1,1.620520353E-1,9.197719395E-2
2.924394167E-1,-2.965790629E-1,1.798484921E-1,5.230190977E-2
3.024184167E-1,-3.342268467E-1,1.655081809E-1,1.808907837E-2
3.123674167E-1,-3.526951075E-1,1.414767504E-1,-1.438449137E-2
3.223464167E-1,-3.654444516E-1,9.044577926E-2,-5.611009896E-2
3.323264167E-1,-4.013150930E-1,5.385525990E-3,-1.086061373E-1
3.422744167E-1,-4.728667736E-1,-7.324749976E-2,-1.560130566E-1
3.522544167E-1,-5.541206598E-1,-1.411032528E-1,-2.030178607E-1
3.622024167E-1,-6.462140679E-1,-1.786455661E-1,-2.506383955E-1
3.721824167E-1,-7.457602024E-1,-1.965756267E-1,-2.943598628E-1
3.821614167E-1,-8.401545882E-1,-1.622389555E-1,-3.300241232E-1
3.921104167E-1,-9.295817018E-1,-1.346114278E-1,-3.595832884E-1
4.020894167E-1,-1.009212852E0,-6.930911541E-2,-3.896133602E-1
4.120384167E-1,-1.079452991E0,-1.812897250E-2,-4.188547432E-1
4.220174167E-1,-1.143084764E0,5.577401072E-2,-4.481343329E-1
4.319964167E-1,-1.182761431E0,1.313591748E-1,-4.820630848E-1
4.419454167E-1,-1.203515172E0,2.019776702E-1,-5.040325522E-1
4.519244167E-1,-1.200648665E0,2.628428340E-1,-5.226947665E-1
4.618734167E-1,-1.174200535E0,3.131480813E-1,-5.367136598E-1
4.718524167E-1,-1.125630140E0,3.641237915E-1,-5.499653220E-1
4.818314167E-1,-1.082510710E0,3.810220957E-1,-5.786464810E-1
4.917804167E-1,-1.048179984E0,3.872763813E-1,-6.168093681E-1
