"event","experiment time","system time","system time text"
"START",0.000000000E0,1636380565.132,"2021-11-08 15:09:25.132 UTC+01:00"
"PAUSE",2.085076979E1,1636380585.983,"2021-11-08 15:09:45.983 UTC+01:00"
