,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
6965,70.00552313,-0.8152047729,9.728269958,-0.7027885437
6966,70.01557312,-0.8129594421,9.732610931,-0.583636322
6967,70.02562413,-0.7849676514,9.746531982,-0.4761598206
6968,70.03567413,-0.7521858215,9.757608948,-0.4132905579
6969,70.04572513,-0.7262896729,9.749226379,-0.4254153442
6970,70.05577513,-0.7110214233,9.719438324,-0.4933740234
6971,70.06582612,-0.7027885437,9.695488129,-0.586330719
6972,70.07587613,-0.7098239136,9.690398712,-0.6518943787
6973,70.08592713,-0.7286846924,9.688452759,-0.6771917725
6974,70.09597712,-0.7726931763,9.670340424,-0.6837780762
6975,70.10602813,-0.7942483521,9.662257233,-0.6484515381
6976,70.11607813,-0.8219407654,9.680668945,-0.5830375671
6977,70.12612913,-0.822689209,9.715995483,-0.5179229736
6978,70.13617913,-0.7997868347,9.743687897,-0.5119354248
6979,70.14623012,-0.7467970276,9.754615173,-0.55579422
6980,70.15628013,-0.7432044983,9.75386673,-0.6108796692
6981,70.16633113,-0.7542814636,9.729168091,-0.6526428223
6982,70.17638112,-0.776585083,9.691745911,-0.6845265198
6983,70.18643213,-0.8081694031,9.641600189,-0.6827302551
6984,70.19648212,-0.8252339172,9.639354858,-0.676892395
6985,70.20653313,-0.8241860962,9.658664703,-0.649050293
6986,70.21658313,-0.8027806091,9.694440308,-0.662971344
6987,70.22663412,-0.7960446167,9.730066223,-0.6697073364
6988,70.23668413,-0.7800279236,9.740694122,-0.6391708374
6989,70.24673512,-0.7673043823,9.729018402,-0.6047424316
6990,70.25678513,-0.7643106079,9.717941437,-0.5845344543
6991,70.26683613,-0.7554789734,9.709259491,-0.6060896301
6992,70.27688712,-0.7577243042,9.686357117,-0.6384223938
6993,70.28693713,-0.758921814,9.670939178,-0.660276947
6994,70.29698813,-0.7881111145,9.657616882,-0.6677613831
6995,70.30703812,-0.8313711548,9.686207428,-0.6846762085
6996,70.31708913,-0.8632548523,9.714648285,-0.6747967529
6997,70.32713912,-0.8813671875,9.741143188,-0.6366261292
6998,70.33719013,-0.8652008057,9.761650543,-0.592767334
6999,70.34724013,-0.8155041504,9.746232605,-0.5551954651
7000,70.35729112,-0.7774832153,9.718839569,-0.5231620789
7001,70.36734113,-0.7523355103,9.693841553,-0.520916748
7002,70.37739212,-0.7500901794,9.682764587,-0.5535488892
7003,70.38744213,-0.7696994019,9.686506805,-0.6071374512
7004,70.39749313,-0.8038284302,9.706864471,-0.6596781921
7005,70.40754312,-0.8198451233,9.743238831,-0.7189549255
7006,70.41759413,-0.8340655518,9.740544434,-0.7292834473
7007,70.42764413,-0.832868042,9.715097351,-0.6807843018
7008,70.43769513,-0.8105644226,9.696835327,-0.6276448059
7009,70.44774513,-0.783021698,9.695039063,-0.5758525085
7010,70.45779612,-0.7807763672,9.681417389,-0.5361849976
7011,70.46784613,-0.7970924377,9.668244781,-0.5125341797
7012,70.47789713,-0.8349636841,9.661508789,-0.5149291992
7013,70.48794712,-0.8422984314,9.656119995,-0.5650749207
7014,70.49799813,-0.8204438782,9.676327972,-0.6417155457
7015,70.50804813,-0.8056246948,9.69997879,-0.6982978821
7016,70.51809913,-0.795894928,9.71285202,-0.7017407227
7017,70.52814913,-0.8093669128,9.717791748,-0.6713539124
7018,70.53819675,-0.8210426331,9.727072449,-0.6212081909
7019,70.54824675,-0.8360115051,9.727222137,-0.5721102905
7020,70.55829775,-0.8137078857,9.701026611,-0.4830455017
7021,70.56834775,-0.7834707642,9.702224121,-0.4358935547
7022,70.57839875,-0.7694000244,9.707313538,-0.4778063965
7023,70.58844975,-0.7759863281,9.692644043,-0.5920188904
7024,70.59849975,-0.7713459778,9.666598206,-0.7012916565
7025,70.60855075,-0.7972421265,9.671987,-0.7667056274
7026,70.61860075,-0.8313711548,9.697284393,-0.7852670288
7027,70.62865175,-0.8885522461,9.716145172,-0.7288343811
7028,70.63870175,-0.9348060608,9.725874939,-0.6081852722
7029,70.64875275,-0.9436376953,9.712402954,-0.5108876038
7030,70.65880275,-0.910556488,9.736203461,-0.4607418823
