"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571661.879,"2021-11-10 20:14:21.879 UTC+01:00"
"PAUSE",1.504790369E1,1636571676.927,"2021-11-10 20:14:36.927 UTC+01:00"
