Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.00492494,-7.075050354,-10.00905037,-0.705000043
0.02194801,-5.980950356,-9.148950577,-1.426050067
0.03897108,-5.548050404,-9.163050652,-1.893000126
0.05599416,-7.032000542,-11.35905075,-1.585950017
0.07301744,-8.657999992,-12.28095055,0.867000043
0.09004053,-8.371050835,-11.15505028,3.180000067
0.10706369,-5.911950111,-10.48500061,2.026050091
0.12408676,-4.27905035,-11.25600052,-0.054000001
0.14111008,-4.108950138,-13.52805042,-1.290000081
0.15813315,-3.388050079,-15.4800005,-1.725000024
0.1751563,-1.642950058,-15.95100117,-0.88500005
0.19217937,0.978000045,-15.40305042,-0.652950048
0.20920248,1.849050045,-13.36095047,-1.108050108
0.22622556,0.190050006,-9.690000534,-1.977000117
0.24324886,-0.927000046,-6.781050205,-4.234050274
0.26027195,-3.666000128,-4.774950027,-1.390050054
0.27729511,-6.034050465,-4.768050194,3.187050104
0.29431821,-5.917050362,-4.983000278,2.691000223
0.31134129,-4.152000427,-4.768050194,1.288050056
0.32836461,-2.992950201,-4.135050297,0.487950027
0.34538768,-2.428050041,-3.883950233,-0.067950003
0.36241077,-2.608050108,-3.799950123,-0.211950004
0.37943393,-3.024000168,-3.819000244,-0.277050018
0.39645699,-2.988000154,-4.000950336,-0.376950026
0.41348005,-2.623950243,-4.22205019,-0.241050005
0.43050336,-2.042999983,-4.498950005,-0.076050006
0.44752643,-1.588050127,-4.866000175,0.064950004
0.46454951,-1.024950027,-5.365950108,-0.00105
0.48157264,-0.850050032,-6.345000267,-0.181050003
0.49859595,-1.758000135,-7.558950424,0.924000025
0.51561903,-3.774000168,-8.866950035,3.304050207
0.53264209,-6.946050167,-10.60200024,4.896000385
0.54966526,-11.15295029,-12.36495018,4.671000004
0.56668831,-13.55400085,-12.01305103,7.245000362
0.58371139,-12.42900085,-10.51605034,8.899950027
0.60073472,-7.396050453,-8.839950562,9.096000671
0.61775778,-3.501000166,-6.360000134,6.361950397
0.63478084,-1.414950013,-6.441000462,3.538950205
0.65180399,-1.818000078,-10.92300034,0.169950008
0.66882708,-6.052950382,-13.30995083,-0.808050036
0.68585036,-6.493950367,-13.66200066,-2.30700016
0.70287345,-4.528050423,-11.34000015,-3.994950294
0.71989662,-2.809050083,-8.722949982,-1.090950012
0.73691971,-0.762000024,-6.223050117,-0.022950001
0.7539428,0.138000011,-5.359050274,-1.846950054
0.77096588,0.114000008,-5.698950291,-3.71295023
0.78798914,-1.174050093,-7.003950119,-4.258049965
0.80501222,-3.076950073,-8.239050865,-3.301050186
0.82203539,-3.928950071,-9.295050621,-2.235000134
0.83905871,-4.078050137,-9.925050735,-1.905000091
0.8560818,-4.497000217,-10.50405025,-2.700000048
0.87310496,-6.088950157,-10.40805054,-2.23995018
0.89012801,-6.984000206,-9.961050034,-2.092050076
0.90715108,-6.8770504,-8.980950356,-1.843050122
0.92417439,-6.477000237,-6.465000153,3.510000229
0.94119746,-5.008950233,-5.316000462,3.129000187
0.95822053,-4.831950188,-5.574000359,-0.094950005
0.97524371,-4.521000385,-5.883000374,-2.203950167
0.9922668,-3.34800005,-5.673000336,-3.516000271
1.0092899,-1.887000084,-5.811000347,-3.246000051
1.02631321,-0.676050007,-6.096000195,-1.347000122
1.04333627,-0.589050055,-6.360000134,1.482000113
