"event","experiment time","system time","system time text"
"START",0.000000000E0,1636485211.418,"2021-11-09 20:13:31.418 UTC+01:00"
"PAUSE",2.611007978E1,1636485237.528,"2021-11-09 20:13:57.528 UTC+01:00"
