"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636496365304095E9,"2021-11-09 23:19:25.304 UTC+01:00"
"PAUSE",1.631770958333800E1,1.636496381621778E9,"2021-11-09 23:19:41.622 UTC+01:00"
