"event","experiment time","system time","system time text"
"START",0.000000000E0,1636380637.924,"2021-11-08 15:10:37.924 UTC+01:00"
"PAUSE",2.001409166E1,1636380657.938,"2021-11-08 15:10:57.938 UTC+01:00"
