"event","experiment time","system time","system time text"
"START",0.000000000E0,1636386197.254,"2021-11-08 16:43:17.254 UTC+01:00"
"PAUSE",1.582732626E1,1636386213.082,"2021-11-08 16:43:33.082 UTC+01:00"
