"event","experiment time","system time","system time text"
"START",0.000000000E0,1636362424.324,"2021-11-08 14:37:04.324 UTC+05:30"
"PAUSE",1.004401798E1,1636362434.369,"2021-11-08 14:37:14.369 UTC+05:30"
