"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.637166802364405E9,"2021-11-17 17:33:22.364 UTC+01:00"
"PAUSE",2.205670941667631E1,1.637166824421134E9,"2021-11-17 17:33:44.421 UTC+01:00"
