,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
2488,25.00905454,-0.7009922791,9.690997467,-0.9431886292
2489,25.01910554,-0.6944059753,9.670939178,-0.9699829102
2490,25.02915554,-0.7223977661,9.678872681,-1.008752289
2491,25.03920654,-0.7749385071,9.704469452,-1.02611618
2492,25.04925754,-0.8231382751,9.726324005,-0.9945318604
2493,25.05930854,-0.8358618164,9.698182526,-0.9496252441
2494,25.06935954,-0.7918533325,9.66495163,-0.9228309631
2495,25.07941054,-0.7231462097,9.632768555,-0.9843530273
2496,25.08946054,-0.6692582703,9.5923526,-1.053958282
2497,25.09951154,-0.6659651184,9.594897308,-1.070424042
2498,25.10956254,-0.6882687378,9.631121979,-0.9741741943
2499,25.11961354,-0.7000941467,9.727671204,-0.8451425171
2500,25.12966454,-0.6845265198,9.84158432,-0.7186555481
2501,25.13971554,-0.6475534058,9.898166656,-0.652792511
2502,25.14976554,-0.5818400574,9.886191559,-0.6885681152
2503,25.15981654,-0.5481600952,9.827214203,-0.7723937988
2504,25.16986754,-0.5655239868,9.721983032,-0.867146759
2505,25.17991854,-0.6294410706,9.616452484,-0.9021739197
2506,25.18996954,-0.6845265198,9.529633026,-0.8187973022
2507,25.20002054,-0.6791377258,9.51870575,-0.7746391296
2508,25.21007054,-0.6340814209,9.594148865,-0.7821235657
2509,25.22012154,-0.5962101746,9.689350891,-0.8300239563
2510,25.23017254,-0.5881269836,9.751022644,-0.8780740356
2511,25.24022354,-0.5929170227,9.7409935,-0.9018745422
2512,25.25027454,-0.6045927429,9.739047546,-0.8927435303
2513,25.26032554,-0.6171665955,9.737850037,-0.8659492493
2514,25.27037554,-0.6224057007,9.729018402,-0.8551716614
2515,25.28042654,-0.5882766724,9.7011763,-0.8638536072
2516,25.29047754,-0.5704637146,9.691745911,-0.8575666809
2517,25.30052854,-0.5544470215,9.675729218,-0.8445437622
2518,25.31057954,-0.5644761658,9.69653595,-0.8240364075
2519,25.32062954,-0.5881269836,9.716294861,-0.7878117371
2520,25.33068054,-0.5920188904,9.730215912,-0.7711962891
2521,25.34073154,-0.5661227417,9.726623383,-0.8017327881
2522,25.35078254,-0.5480104065,9.684560852,-0.9015751648
2523,25.36083354,-0.5691165161,9.629176025,-1.000968475
2524,25.37088454,-0.5951623535,9.590107269,-1.085093536
2525,25.38093454,-0.6312373352,9.620793457,-1.119971008
2526,25.39098554,-0.6849755859,9.729467468,-1.081800385
2527,25.40103654,-0.7493417358,9.812844086,-0.9948312378
2528,25.41108754,-0.7719447327,9.809850311,-0.927171936
2529,25.42113854,-0.7780819702,9.763746185,-0.9250762939
2530,25.43118954,-0.7604187012,9.722581787,-0.9485774231
2531,25.44123954,-0.7590715027,9.70581665,-0.9449848938
2532,25.45129054,-0.7743397522,9.677076416,-0.9509724426
2533,25.46134154,-0.7361691284,9.596693573,-1.039288788
2534,25.47139254,-0.7378157043,9.578581238,-1.10575058
2535,25.48144354,-0.7253915405,9.576335907,-1.162033539
2536,25.49149354,-0.7363188171,9.584718475,-1.259780273
2537,25.50154454,-0.8348139954,9.618248749,-1.300046539
2538,25.51159554,-0.9460327148,9.58771225,-1.147364044
2539,25.52164654,-0.9451345825,9.607321472,-0.8896000671
2540,25.53169754,-0.8637039185,9.740694122,-0.6689588928
2541,25.54174854,-0.6351292419,9.783505096,-0.6864724731
2542,25.55179854,-0.5433700562,9.883048096,-0.8298742676
2543,25.56184954,-0.5242098999,9.733658752,-0.9560618591
2544,25.57190054,-0.5658233643,9.714498596,-1.133143616
2545,25.58195154,-0.6776408386,9.743687897,-1.114582214
2546,25.59200254,-0.6968009949,9.74683136,-0.9915380859
2547,25.60205254,-0.6616241455,9.735904083,-0.8894503784
2548,25.61210354,-0.6147715759,9.717941437,-0.8351133728
2549,25.62215454,-0.632434845,9.725276184,-0.8116122437
2550,25.63220554,-0.6719526672,9.709708557,-0.8072712708
2551,25.64225654,-0.6777905273,9.693392487,-0.82373703
2552,25.65230754,-0.6631210327,9.724078674,-0.8640032959
2553,25.66235754,-0.6045927429,9.753417664,-0.9467811584
2554,25.67240854,-0.5731581116,9.720486145,-1.043629761
2555,25.68245954,-0.6008505249,9.65911377,-1.117725677
2556,25.69251054,-0.6613247681,9.586365051,-1.108444977
2557,25.70256154,-0.676892395,9.551637268,-0.9930349731
2558,25.71261154,-0.660276947,9.591005402,-0.8771759033
2559,25.72266254,-0.5981561279,9.679172058,-0.8090675354
2560,25.73271354,-0.5291496277,9.767937469,-0.8289761353
2561,25.74276454,-0.492026825,9.804910583,-0.9009764099
2562,25.75281554,-0.4810995483,9.795779572,-0.9934840393
2563,25.76286654,-0.5114863586,9.762997742,-1.068627777
2564,25.77291654,-0.5451663208,9.702523499,-1.07536377
2565,25.78296754,-0.5454656982,9.665999451,-1.009051666
