"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481894557362E9,"2021-11-09 19:18:14.557 UTC+01:00"
"PAUSE",4.098909437499242E1,1.636481935546278E9,"2021-11-09 19:18:55.546 UTC+01:00"
